,Unnamed: 0,Unnamed: 0.1,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,keywords,release date
564,718,718,Golden Sun: Dark Dawn,DS,2010.0,Role-Playing,Nintendo,1.02,0.18,0.26,0.1,1.56,79.0,126.0,8.1,172.0,Camelot Software Planning,E10+,"Golden Sun,Dark Dawn,Golden Sun: Dark Dawn",11/29/2010
566,720,720,Dead Island: Riptide,Xbox 360,2013.0,Action,Deep Silver,1.1400000000000001,0.71,0.09000000000000001,0.23,2.16,58.666666666666664,111.0,6.166666666666667,524.0,Techland,M,"Dead Island,Dead Island: Riptide,Riptide",4/23/2013
568,722,722,Mario & Sonic at the Sochi 2014 Olympic Winter Games,Wii U,2013.0,Sports,Nintendo,0.74,0.44,0.26,0.12,1.56,,,,,,,"Sonic,Mario,Mario & Sonic at the Sochi 2014 Olympic Winter Games",11/15/2013
570,725,725,Aliens: Colonial Marines,Xbox 360,2013.0,Shooter,Sega,1.02,1.03,0.0,0.27,2.3200000000000003,46.0,159.0,3.675,2349.0,Gearbox Software,M,"Colonial Marines,Aliens,Aliens: Colonial Marines",2/12/2013
571,726,726,ABBA: You Can Dance,Wii,2011.0,Misc,Ubisoft,0.36,0.98,0.0,0.2,1.54,66.0,10.0,0.0,,Ubisoft,E10+,"ABBA,You Can Dance,ABBA: You Can Dance",11/15/2011
573,728,728,UFC Personal Trainer: The Ultimate Fitness System,Xbox 360,2011.0,Sports,THQ,1.2500000000000002,0.5,0.0,0.16999999999999998,1.91,64.75,85.0,3.85,,THQ,E,"Persona,UFC Personal Trainer,The Ultimate Fitness System,UFC Personal Trainer: The Ultimate Fitness System",7/1/2011
575,731,731,The Walking Dead: Season One,PS3,2012.0,Adventure,Avanquest Software,0.8,0.46,0.06,0.2,1.52,,,,,,,"The Walking Dead,The Walking Dead: Season One,Season One,The Walking Dead: Season",4/24/2012
576,732,732,Bayonetta 2,Wii U,2014.0,Action,Nintendo,0.64,0.56,0.2,0.12,1.52,91.0,160.0,8.2,2434.0,PlatinumGames,M,"Bayonetta,Bayonetta 2",10/24/2014
577,733,733,Sonic & SEGA All-Stars Racing with Banjo-Kazooie,Xbox 360,2010.0,Racing,Sega,0.74,0.64,0.0,0.14,1.52,,,,,,,"Sonic,Sonic & SEGA All-Stars Racing with Banjo-Kazooie",2/23/2010
580,736,736,The Sims 3,3DS,2011.0,Simulation,Electronic Arts,0.6,0.74,0.06,0.14,1.52,52.0,58.0,3.3,62.0,EA Games,T,"The Sims,The Sims 3,Sims",3/27/2011
586,744,744,Titanfall 2,PS4,2016.0,Shooter,Electronic Arts,1.08,0.6900000000000001,0.1,0.3,2.15,87.5,170.0,8.2,2157.0,Respawn Entertainment,M,"Titanfall 2,Titanfall",10/28/2016
590,749,749,SoulCalibur V,PS3,2012.0,Fighting,Namco Bandai Games,1.0899999999999999,0.5900000000000001,0.16,0.22,2.08,79.66666666666667,162.0,6.533333333333334,424.0,Project Soul,T,"SoulCalibur,SoulCalibur V",1/31/2012
591,750,750,Pro Evolution Soccer 2015,PS4,2014.0,Sports,Konami Digital Entertainment,0.36000000000000004,1.2800000000000002,0.44,0.28,2.3600000000000003,,,7.26,900.0,Konami,E,"Pro Evolution Soccer 2015,Pro Evolution Soccer",11/11/2014
592,751,751,Raving Rabbids: Travel in Time,Wii,2010.0,Adventure,Ubisoft,0.42,0.92,0.0,0.16,1.5,62.0,48.0,7.6,28.0,Ubisoft,E10+,"Raving Rabbids: Travel in Time,Raving Rabbids,Travel in Time",11/21/2010
593,752,752,Final Fantasy XIV: A Realm Reborn,PS4,2014.0,Role-Playing,Square Enix,0.66,0.46,0.16,0.22,1.5,,,,,,,"A Realm Reborn,Final Fantasy XIV,Final Fantasy XIV: A Realm Reborn,Final Fantasy",4/14/2014
595,754,754,Assassin's Creed: Revelations,Windows,2011.0,Action,Ubisoft,0.28,0.96,0.0,0.24,1.48,80.0,40.0,7.4,1542.0,Ubisoft Montreal,M,"Assassin's Creed: Revelations,Assassin's Creed,Revelations",11/29/2011
596,755,755,Final Fantasy X/X-2 HD Remaster,PS4,2015.0,Role-Playing,Square Enix,0.58,0.54,0.12,0.22,1.48,,,,,,,"Final Fantasy X/X-2 HD Remaster,Final Fantasy",5/12/2015
598,757,757,Resident Evil: Revelations,PS3,2013.0,Action,Capcom,0.47000000000000003,0.75,0.49,0.21,1.93,75.75,109.0,7.325,724.0,Capcom,M,"Revelations,Resident Evil: Revelations,Resident Evil",5/21/2013
600,760,760,Ace Combat: Assault Horizon,PS3,2011.0,Action,Namco Bandai Games,0.8999999999999999,0.42,0.47,0.18000000000000002,1.97,77.33333333333333,127.0,6.533333333333334,246.0,Project Aces,T,"Ace Combat,Ace Combat: Assault Horizon,Assault Horizon",10/11/2011
603,763,763,MLB 13: The Show,PS3,2013.0,Sports,Sony Computer Entertainment,1.4400000000000002,0.0,0.0,0.16,1.59,83.0,79.0,7.7,249.0,SCEA San Diego Studios,E,"MLB 13,The Show,MLB 13: The Show",3/5/2013
608,768,768,Resonance of Fate,PS3,2010.0,Role-Playing,Sega,0.52,0.55,0.54,0.19,1.79,72.66666666666667,127.0,7.8999999999999995,368.0,Tri-Ace,T,Resonance of Fate,3/16/2010
609,770,770,The Walking Dead: Season One,Xbox 360,2012.0,Adventure,Avanquest Software,1.1,0.26,0.0,0.1,1.46,,,,,,,"The Walking Dead,The Walking Dead: Season One,Season One,The Walking Dead: Season",4/27/2012
610,771,771,Split/Second,PS3,2010.0,Racing,Disney Interactive Studios,1.02,0.85,0.02,0.30000000000000004,2.17,,,,,,,Split/Second,5/18/2010
611,772,772,Style Savvy: Trendsetters,3DS,2012.0,Simulation,Nintendo,0.32,0.04,1.06,0.02,1.46,76.0,10.0,8.0,30.0,syn Sophia,E,"Trendsetters,Style Savvy: Trendsetters,Style Savvy",10/22/2012
612,776,776,NHL 11,Xbox 360,2010.0,Sports,Electronic Arts,1.62,0.26,0.0,0.17,2.05,88.0,136.0,7.5,196.0,Electronic Arts,E10+,"NHL,NHL 11",9/7/2010
613,777,777,LEGO Marvel's Avengers,PS4,2016.0,Action,Warner Bros. Interactive Entertainment,1.2,1.31,0.01,0.4,2.9499999999999997,,,6.3500000000000005,246.0,TT Games,E10+,"Marvel,LEGO Marvel's Avengers",1/26/2016
615,779,779,LEGO Dimensions,PS4,2015.0,Action,Warner Bros. Interactive Entertainment,1.43,1.5999999999999999,0.0,0.4599999999999999,3.4800000000000004,,,6.683333333333334,222.0,Traveller's Tales,E10+,LEGO Dimensions,9/27/2015
616,780,780,Naruto Shippuden: Ultimate Ninja Storm Generations,PS3,2012.0,Fighting,Namco Bandai Games,0.8,0.62,0.29000000000000004,0.2,1.9,74.0,81.0,7.133333333333333,213.0,"CyberConnect2, Racjin",T,"Ultimate Ninja Storm Generations,Naruto Shippuden,Naruto,Naruto Shippuden: Ultimate Ninja Storm Generations",3/13/2012
617,782,782,Ratchet & Clank Collection,PS3,2012.0,Action,Sony Computer Entertainment,0.94,0.26,0.04,0.2,1.44,,,,,,,Ratchet & Clank Collection,8/28/2012
618,783,783,Total War: Rome II,Windows,2013.0,Strategy,Sega,0.24,1.06,0.0,0.14,1.44,76.0,142.0,4.2,7484.0,Creative Assembly,T,"Total War: Rome,Total War: Rome II,Total War,Rome II",9/3/2013
619,784,784,Star Ocean: The Last Hope International,PS3,2010.0,Role-Playing,Square Enix,0.56,0.3,0.44,0.14,1.44,74.0,90.0,6.7,310.0,"Square Enix, Tri-Ace",T,"The Last Hope International,Star Ocean: The Last Hope International,Star Ocean",2/9/2010
620,785,785,Persona Q: Shadow of the Labyrinth,3DS,2014.0,Role-Playing,Nippon Ichi Software,0.68,0.14,0.54,0.08,1.44,83.0,112.0,8.1,338.0,Atlus,M,"Persona,Shadow of the Labyrinth,Persona Q: Shadow of the Labyrinth,Persona Q",11/25/2014
621,786,786,MLB 14: The Show,PS4,2014.0,Sports,Sony Computer Entertainment America,1.5899999999999999,0.0,0.0,0.39,1.98,78.75,66.0,7.3,514.0,SCEA San Diego Studios,E,"MLB 14,The Show,MLB 14: The Show",4/1/2014
622,787,787,Borderlands: The Pre-Sequel,Xbox 360,2014.0,Shooter,Take-Two Interactive,1.2900000000000003,0.74,0.07,0.26,2.34,75.0,111.0,6.325,1155.0,2K Australia,M,"The Pre-Sequel,Borderlands,Borderlands: The Pre-Sequel",10/14/2014
623,788,788,Disney Infinity 3.0,PS4,2015.0,Action,Disney Interactive Studios,1.26,1.42,0.0,0.41000000000000003,3.08,,,,,,,Disney Infinity 3.0,8/30/2015
625,791,791,MLB 10: The Show,PS3,2010.0,Sports,Sony Computer Entertainment,1.71,0.16,0.0,0.18999999999999997,2.06,,,5.800000000000001,,SCEA,E,"The Show,MLB 10: The Show,MLB 10",3/2/2010
627,795,795,XCOM: Enemy Unknown,Windows,2012.0,Strategy,Take-Two Interactive,1.1400000000000001,1.16,0.0,0.31000000000000005,2.61,89.25,169.0,8.225,5132.0,Firaxis Games,M,"XCOM: Enemy Unknown,Enemy Unknown,XCOM",10/9/2012
628,796,796,Dragon Ball: Xenoverse 2,PS4,2016.0,Action,Namco Bandai Games,0.59,0.6100000000000001,0.18,0.22,1.6199999999999999,73.0,116.0,7.633333333333333,263.0,Dimps Corporation,T,"Dragon Ball,Dragon Ball: Xenoverse 2,Xenoverse 2,Dragon Ball: Xenoverse,Dragonball",10/25/2016
630,799,799,Catherine,PS3,2011.0,Adventure,Deep Silver,0.8,0.34,0.43000000000000005,0.13999999999999999,1.71,80.0,161.0,8.033333333333333,897.0,Atlus,M,Catherine,7/26/2011
633,802,802,Lego Star Wars: The Force Awakens,PS4,2016.0,Action,Warner Bros. Interactive Entertainment,0.6600000000000001,1.3500000000000003,0.05,0.32000000000000006,2.35,,,6.475,,TT Games,E10+,"Lego Star Wars,The Force Awakens,Star Wars,Lego Star Wars: The Force Awakens",6/28/2016
634,803,803,NHL 12,Xbox 360,2011.0,Sports,Electronic Arts,1.46,0.35,0.0,0.17,1.98,86.0,145.0,7.166666666666667,196.0,Electronic Arts,E10+,"NHL 12,NHL",9/13/2011
637,807,807,James Bond 007: Blood Stone,PS3,2010.0,Shooter,Activision,0.6300000000000001,0.96,0.04,0.31,1.95,65.0,191.0,5.8,,Bizarre Creations,T,"James Bond 007,Blood Stone,James Bond 007: Blood Stone",11/2/2010
642,813,813,MotionSports,Xbox 360,2010.0,Sports,Ubisoft,0.76,0.5,0.0,0.12,1.38,40.0,60.0,4.4,18.0,Ubisoft Milan,T,MotionSports,11/4/2010
643,814,814,Need for Speed (2015),Xbox One,2015.0,Racing,Electronic Arts,0.6,0.66,0.0,0.12,1.38,,,,,,,"Need for Speed,Need for Speed (2015)",11/3/2015
646,817,817,Prince of Persia: The Forgotten Sands,PS3,2010.0,Action,Ubisoft,1.0099999999999998,1.28,0.03,0.43000000000000005,2.75,70.5,208.0,7.466666666666666,403.0,Ubisoft Montreal,T,"Prince of Persia: The Forgotten Sands,Prince of Persia,The Forgotten Sands",5/18/2010
647,818,818,The Sims: Medieval,Windows,2011.0,Simulation,Electronic Arts,0.56,0.64,0.0,0.18,1.38,77.0,112.0,6.1,346.0,The Sims Studio,T,"The Sims,The Sims: Medieval,Sims,Medieval",3/22/2011
649,820,820,Top Spin 4,PS3,2011.0,Sports,Take-Two Interactive,0.53,1.08,0.0,0.32,1.9299999999999997,75.5,136.0,7.75,187.0,2K Czech,E,"Top Spin,Top Spin 4",3/15/2011
650,823,823,Sniper Elite 3,PS4,2014.0,Shooter,505 Games,0.94,1.04,0.0,0.33,2.29,,,6.76,468.0,Rebellion,M,"Sniper Elite,Sniper Elite 3",7/1/2014
653,826,826,Kirby's Dream Collection: Special Edition,Wii,2012.0,Action,Nintendo,0.66,0.0,0.66,0.04,1.34,82.0,12.0,8.8,74.0,HAL Labs,E10+,"Kirby's Dream Collection: Special Edition,Kirby's Dream Collection,Special Edition,Kirby",9/16/2012
654,828,828,Book of Spells,PS3,2012.0,Action,Sony Computer Entertainment,0.28,0.78,0.0,0.3,1.34,,,,,,,Book of Spells,11/13/2012
656,830,830,London 2012: The Official Video Game of the Olympic Games,PS3,2012.0,Sports,Sega,0.19,1.4,0.0,0.35000000000000003,1.92,,,,,,,"London 2012: The Official Video Game of the Olympic Games,London 2012,The Official Video Game of the Olympic Games",6/26/2012
658,832,832,Terraria,Xbox 360,2013.0,Action,505 Games,0.7,0.54,0.0,0.12,1.34,81.0,78.0,7.2,278.0,Engine Software,T,Terraria,3/27/2013
659,833,833,Need for Speed: Shift 2 Unleashed,PS3,2011.0,Racing,Electronic Arts,0.6300000000000001,1.02,0.0,0.30999999999999994,1.96,,,,,,,"Need for Speed,Shift 2 Unleashed,Need for Speed: Shift 2 Unleashed",3/29/2011
664,844,844,NHL 13,Xbox 360,2012.0,Sports,Electronic Arts,1.35,0.41000000000000003,0.0,0.19,1.96,83.33333333333333,110.0,6.666666666666667,232.0,Electronic Arts,E10+,"NHL 13,NHL",9/11/2012
665,845,845,Napoleon: Total War,Windows,2010.0,Strategy,Sega,0.04,1.06,0.0,0.24,1.32,81.0,112.0,7.9,1030.0,Creative Assembly,T,"Napoleon,Napoleon: Total War,Total War",2/23/2010
666,846,846,Metro: Last Light,PS4,2014.0,Action,Deep Silver,0.59,0.73,0.08,0.23,1.6300000000000001,,,,,,,"Metro,Last Light,Metro: Last Light",8/26/2014
667,847,847,Rayman Legends,Wii U,2013.0,Platform,Ubisoft,0.8300000000000001,1.2,0.06,0.24000000000000002,2.33,91.25,128.0,8.575,1457.0,Ubisoft Montpellier,E10+,Rayman Legends,9/3/2013
669,849,849,Lollipop Chainsaw,PS3,2012.0,Action,Warner Bros. Interactive Entertainment,0.8500000000000001,0.52,0.24,0.2,1.8,68.0,138.0,7.066666666666666,658.0,Grasshopper Manufacture,M,Lollipop Chainsaw,6/12/2012
670,851,851,Fist of the North Star: Ken's Rage,PS3,2010.0,Action,Ubisoft Annecy,0.12,0.06,1.1,0.02,1.32,60.0,60.0,6.9,58.0,"Koei, Omega Force",M,"Ken's Rage,Fist of the North Star: Ken's Rage,Fist of the North Star",11/5/2010
671,852,852,Plants vs. Zombies: Garden Warfare,PS3,2014.0,Shooter,Electronic Arts,0.65,0.9299999999999999,0.03,0.32,1.9300000000000002,,,7.733333333333333,307.0,PopCap,E10+,"Garden Warfare,Plants vs. Zombies: Garden Warfare,Plants vs. Zombies",8/19/2014
673,857,857,Ratchet & Clank: Into the Nexus,PS3,2013.0,Shooter,Sony Computer Entertainment,0.6,0.5,0.0,0.2,1.3,,,,,,,"Into the Nexus,Ratchet & Clank,Ratchet & Clank: Into the Nexus",11/12/2013
676,864,864,Crafting Mama,DS,2010.0,Simulation,505 Games,0.78,0.38,0.02,0.1,1.3,,,0.0,,Cooking Mama Limited,E,Crafting Mama,10/26/2010
677,865,865,God of War III,PS4,2015.0,Action,Sony Computer Entertainment,0.48,0.58,0.02,0.2,1.3,,,,,,,"God of War,God of War III",7/14/2015
682,871,871,Rayman 3D,3DS,2011.0,Platform,Ubisoft,0.46,0.7,0.0,0.12,1.28,61.0,78.0,6.6,96.0,Ubisoft Casablanca,E,Rayman 3D,3/27/2011
683,872,872,Sengoku Basara: Samurai Heroes,PS3,2010.0,Action,Capcom,0.4,0.09,1.0,0.05,1.57,62.333333333333336,92.0,8.200000000000001,71.0,Capcom,T,"Sengoku Basara: Samurai Heroes,Samurai Heroes,Sengoku Basara",10/12/2010
684,873,873,Dishonored 2,PS4,2016.0,Action,Bethesda Softworks,0.6000000000000001,0.79,0.0,0.23,1.62,87.5,171.0,7.05,1677.0,Arkane Studios,M,"Dishonored,Dishonored 2",11/11/2016
687,877,877,Dead or Alive 5,PS3,2012.0,Fighting,Tecmo Koei,0.65,0.36000000000000004,0.43000000000000005,0.17,1.6,74.66666666666667,107.0,7.766666666666667,313.0,Team Ninja,M,"Dead or Alive 5,Dead or Alive",9/25/2012
689,880,880,Disney Sing It: Party Hits,Wii,2010.0,Misc,Disney Interactive Studios,1.06,0.21000000000000002,0.0,0.09,1.38,,,0.0,,Disney Interactive Studios,E,"Party Hits,Disney Sing It: Party Hits,Disney Sing It",10/12/2010
693,885,885,The Walking Dead: Survival Instinct,Xbox 360,2013.0,Shooter,Activision,1.2800000000000002,0.4,0.0,0.19,1.8800000000000001,,,4.05,1065.0,Terminal Reality,M,"The Walking Dead,Survival Instinct,The Walking Dead: Survival Instinct",3/19/2013
694,886,886,The Sims 3: Generations,Windows,2011.0,Simulation,Electronic Arts,0.8,0.46,0.0,0.0,1.26,70.0,44.0,3.6,162.0,The Sims Studio,T,"Generations,The Sims 3,Sims,The Sims 3: Generations",5/31/2011
695,888,888,Angry Birds Trilogy,3DS,2012.0,Action,Activision,1.06,0.47000000000000003,0.0,0.15000000000000002,1.68,63.25,35.0,4.1,87.0,Exient Entertainment,E,Angry Birds Trilogy,9/25/2012
697,890,890,NHL 16,PS4,2015.0,Sports,Electronic Arts,1.1,0.37,0.0,0.27,1.74,78.66666666666667,74.0,5.666666666666667,395.0,"EA Sports, EA Canada",E10+,"NHL,NHL 16",9/15/2015
702,896,896,Red Steel 2,Wii,2010.0,Shooter,Ubisoft,0.7,0.4,0.02,0.12,1.24,80.0,146.0,8.6,356.0,Ubisoft Paris,T,"Red Steel,Red Steel 2",3/23/2010
707,901,901,Start the Party!,PS3,2010.0,Misc,Sony Computer Entertainment,0.14,0.82,0.0,0.26,1.24,,,,,,,Start the Party!,9/7/2010
708,902,902,NieR,PS3,2010.0,Role-Playing,Square Enix,0.47000000000000003,0.45999999999999996,0.44,0.16,1.51,67.66666666666667,176.0,8.366666666666667,652.0,Cavia Inc.,M,NieR,4/27/2010
709,904,904,Cooking Mama 4: Kitchen Magic!,3DS,2011.0,Simulation,505 Games,1.0,0.14,0.0,0.1,1.22,56.0,12.0,6.0,14.0,Cooking Mama Limited,E,"Kitchen Magic!,Cooking Mama 4,Cooking Mama 4: Kitchen Magic!",11/16/2011
710,905,905,Scribblenauts: Unlimited,3DS,2012.0,Action,Warner Bros. Interactive Entertainment,1.37,0.11,0.0,0.13,1.5899999999999999,73.0,68.0,7.400000000000001,151.0,5TH Cell,E10+,"Scribblenauts: Unlimited,Unlimited,Scribblenauts",11/30/2012
711,906,906,The Black Eyed Peas Experience,Wii,2011.0,Misc,Ubisoft,0.94,0.48,0.0,0.15,1.54,,,2.9,,Ubisoft Quebec,T,The Black Eyed Peas Experience,11/8/2011
714,909,909,Vanquish,PS3,2010.0,Shooter,Sega,0.61,0.58,0.25,0.2,1.64,84.0,192.0,8.200000000000001,790.0,PlatinumGames,M,Vanquish,10/19/2010
715,910,910,Tearaway,Vita,2013.0,Adventure,Sony Computer Entertainment Europe,0.28,0.68,0.0,0.28,1.22,87.0,164.0,8.9,782.0,Media Molecule,E,Tearaway,11/22/2013
719,915,915,Pac-Man Party,Wii,2010.0,Misc,Namco Bandai Games,0.94,0.16,0.02,0.08,1.22,59.0,28.0,5.9,16.0,TOSE,E10+,Pac-Man Party,11/16/2010
723,922,922,Kinect Sports Rivals,Xbox One,2014.0,Sports,Microsoft Game Studios,0.6,0.46,0.04,0.1,1.2,60.0,106.0,5.1,288.0,Microsoft Game Studios,E10+,Kinect Sports Rivals,4/8/2014
724,923,923,Dynasty Warriors 8,PS3,2013.0,Action,Tecmo Koei,0.32999999999999996,0.25,0.68,0.11,1.3499999999999999,67.0,73.0,8.166666666666666,185.0,Omega Force,T,"Dynasty Warriors 8,Dynasty Warriors",7/16/2013
725,925,925,Fighters Uncaged,Xbox 360,2010.0,Fighting,Ubisoft,0.62,0.46,0.0,0.12,1.2,32.0,76.0,4.6,46.0,Ubisoft,T,Fighters Uncaged,11/18/2010
727,927,927, Frozen: Olaf's Quest,3DS,2013.0,Platform,Disney Interactive Studios,0.75,0.8,0.0,0.14,1.72,,,,,,,"Olaf's Quest,Frozen,Frozen: Olaf's Quest",11/12/2013
728,929,929,WWE 2K17,PS4,2016.0,Sports,Take-Two Interactive,0.56,0.9100000000000001,0.0,0.22999999999999998,1.7100000000000002,,,4.68,,Yuke's,T,"WWE 2K17,WWE",10/11/2016
730,932,932,NHL 15,PS4,2014.0,Sports,Electronic Arts,1.49,0.58,0.0,0.35,2.42,,,2.96,884.0,EA Sports,E10+,"NHL,NHL 15",9/9/2014
732,935,935,New Carnival Games,Wii,2010.0,Misc,Take-Two Interactive,0.8200000000000001,0.47,0.0,0.12000000000000001,1.4,,,0.0,,Cat Daddy Games,E,New Carnival Games,9/21/2010
736,939,939,Assassin's Creed: Brotherhood,Windows,2011.0,Action,Ubisoft,0.3,0.68,0.0,0.2,1.18,88.0,48.0,8.2,2204.0,Ubisoft Montreal,M,"Assassin's Creed,Assassin's Creed: Brotherhood,Brotherhood",3/22/2011
737,941,941,Disney Sing It: Family Hits,Wii,2010.0,Misc,Disney Interactive Studios,0.87,0.37,0.0,0.12000000000000001,1.3499999999999999,,,0.0,,Disney Interactive Studios,E,"Family Hits,Disney Sing It,Disney Sing It: Family Hits",8/3/2010
738,943,943,Kane & Lynch 2: Dog Days,PS3,2010.0,Shooter,Square Enix,0.54,0.76,0.11,0.25,1.67,,,,,,,"Dog Days,Kane & Lynch 2: Dog Days,Kane & Lynch 2",8/17/2010
740,945,945,The Fight: Lights Out,PS3,2010.0,Fighting,Sony Computer Entertainment,0.58,0.42,0.0,0.18,1.18,48.0,78.0,7.5,154.0,Coldwood Interactive,T,"The Fight,The Fight: Lights Out,Lights Out",11/9/2010
743,948,948,Game Party in Motion,Xbox 360,2010.0,Misc,Warner Bros. Interactive Entertainment,0.72,0.34,0.0,0.1,1.16,33.0,12.0,3.7,18.0,Farsight Studios,E,Game Party in Motion,11/18/2010
745,950,950,Sonic & All-Stars Racing Transformed,Xbox 360,2012.0,Racing,Sega,0.67,1.22,0.03,0.23,2.16,,,,,,,"Sonic & All-Stars Racing Transformed,Sonic",11/18/2012
746,951,951,MLB 11: The Show,PS3,2011.0,Sports,Sony Computer Entertainment,1.29,0.05,0.0,0.12000000000000001,1.46,,,6.95,185.0,SCEA San Diego Studios,E,"MLB 11: The Show,MLB 11,The Show",3/8/2011
747,954,954,Kinect Rush: A Disney Pixar Adventure,Xbox 360,2012.0,Adventure,Microsoft Game Studios,0.76,0.3,0.0,0.1,1.16,68.0,62.0,5.1,30.0,Asobo Studio,E,"Kinect Rush,A Disney Pixar Adventure,Kinect Rush: A Disney Pixar Adventure",3/20/2012
749,956,956,Alice: Madness Returns,PS3,2011.0,Adventure,Electronic Arts,0.71,0.62,0.12,0.2,1.66,70.0,169.0,7.966666666666666,519.0,Spicy Horse,M,"Madness Returns,Alice: Madness Returns,Alice",6/14/2011
750,957,957,Shin Megami Tensei IV,3DS,2013.0,Role-Playing,Atlus,0.56,0.0,0.54,0.06,1.16,83.0,96.0,8.3,502.0,Atlus,M,"Shin Megami Tensei IV,Shin Megami Tensei",7/16/2013
755,965,965,Payday 2,Xbox 360,2013.0,Shooter,505 Games,0.92,0.52,0.0,0.19,1.6199999999999999,75.75,99.0,5.55,4145.0,Overkill Software,M,"Payday 2,Payday",8/13/2013
761,974,974,Disgaea 4: A Promise Unforgotten,PS3,2011.0,Role-Playing,Nippon Ichi Software,0.54,0.22,0.28,0.1,1.14,80.0,78.0,7.8,252.0,Nippon Ichi Software,T,"Disgaea 4: A Promise Unforgotten,Disgaea 4,A Promise Unforgotten",9/6/2011
762,975,975,Doom 3 BFG Edition,PS3,2012.0,Shooter,Bethesda Softworks,0.8,0.57,0.0,0.24000000000000002,1.6099999999999999,67.0,62.0,6.433333333333334,346.0,id Software,M,Doom 3 BFG Edition,10/16/2012
763,976,976,Pro Evolution Soccer 2012,PSP,2011.0,Action,Konami Digital Entertainment,0.2,0.22,0.58,0.12,1.14,74.0,8.0,6.3,16.0,Konami,E,"Pro Evolution Soccer,Pro Evolution Soccer 2012",11/8/2011
766,980,980,Tales of Zestiria,PS3,2015.0,Role-Playing,Namco Bandai Games,0.27,0.29000000000000004,0.86,0.1,1.52,,,7.6000000000000005,409.0,"Namco Bandai Games, Bandai Namco Games",T,"Tales of,Tales of Zestiria",10/20/2015
768,983,983,"Warhammer 40,000: Space Marine",Xbox 360,2011.0,Shooter,THQ,0.72,0.84,0.0,0.23,1.76,74.0,194.0,7.6,1222.0,Relic,M,"Space Marine,Warhammer 40,000: Space Marine,Warhammer 40,000",9/6/2011
770,986,986,Gravity Rush,Vita,2012.0,Action,Sony Computer Entertainment,0.42,0.34,0.18,0.16,1.12,83.0,146.0,8.5,1250.0,SCE Japan Studio,T,Gravity Rush,6/12/2012
771,987,987,Quantum Break,Xbox One,2016.0,Action,Microsoft Game Studios,0.6,0.4,0.02,0.1,1.12,77.0,212.0,6.8,3318.0,Remedy Entertainment,M,Quantum Break,4/5/2016
772,988,988,Middle-Earth: Shadow of Mordor,PS3,2014.0,Action,Warner Bros. Interactive Entertainment,0.68,0.68,0.02,0.22,1.61,,,3.7999999999999994,277.0,Behaviour Interactive,M,"Middle-Earth: Shadow of Mordor,Middle-Earth,Shadow of Mordor",11/18/2014
774,990,990,Final Fantasy IV: The Complete Collection,PSP,2011.0,Role-Playing,Square Enix,0.26,0.18,0.54,0.12,1.12,77.0,82.0,7.5,160.0,Bullets,E10+,"Final Fantasy IV: The Complete Collection,The Complete Collection,Final Fantasy,Final Fantasy IV",4/19/2011
775,993,993,Enslaved: Odyssey to the West,PS3,2010.0,Action,Namco Bandai Games,0.78,0.63,0.02,0.22999999999999998,1.6400000000000001,80.66666666666667,178.0,7.533333333333334,919.0,Ninja Theory,T,"Enslaved,Odyssey to the West,Enslaved: Odyssey to the West",10/5/2010
777,996,996,Resident Evil: Revelations 2,PS4,2015.0,Action,Capcom,0.32,0.53,0.36,0.16,1.3900000000000001,,,7.3999999999999995,616.0,Capcom,M,"Resident Evil: Revelations 2,Revelations 2,Resident Evil: Revelations,Resident Evil",2/24/2015
781,1001,1001,MX vs. ATV: Alive,Xbox 360,2011.0,Racing,THQ,0.98,0.41000000000000003,0.0,0.15000000000000002,1.56,62.333333333333336,127.0,7.033333333333334,59.0,THQ Digital Studio Phoenix,E,"MX vs. ATV: Alive,Alive,MX vs. ATV",5/10/2011
782,1002,1002,Assassin's Creed II,Windows,2010.0,Action,Ubisoft,0.02,0.9,0.0,0.18,1.1,86.0,44.0,6.9,3222.0,Ubisoft Montreal,M,"Assassin's Creed,Assassin's Creed II",3/9/2010
784,1006,1006,Sly Cooper: Thieves in Time,PS3,2013.0,Platform,Sony Computer Entertainment Europe,0.83,0.3,0.0,0.22,1.33,75.0,153.0,8.266666666666667,834.0,Sanzaru Games,E10+,"Sly Cooper,Thieves in Time,Sly Cooper: Thieves in Time",3/28/2013
785,1007,1007,Spec Ops: The Line,PS3,2012.0,Shooter,Take-Two Interactive,0.7,0.72,0.08,0.22,1.73,76.5,129.0,8.1,2256.0,Yager,M,"Spec Ops,Spec Ops: The Line,The Line",6/26/2012
786,1008,1008,NHL 14,PS3,2013.0,Sports,Electronic Arts,0.9600000000000001,0.43000000000000005,0.0,0.22999999999999998,1.62,80.33333333333333,74.0,5.966666666666666,250.0,Electronic Arts,E10+,"NHL,NHL 14",9/10/2013
