,Unnamed: 0,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,keywords,release date
545,545,NBA 2K17,Xbox One,2016.0,Sports,Take-Two Interactive,0.86,0.06,0.0,0.11,1.02,90.0,17.0,6.2,91.0,Visual Concepts,E,"NBA 2K17,NBA",9/20/2016
546,546,Disney Universe,Wii,2011.0,Action,Disney Interactive Studios,0.64,0.28,0.0,0.1,1.02,61.0,11.0,6,5.0,Eurocom Entertainment Software,E10+,Disney Universe,10/25/2011
547,547,Dance on Broadway,Wii,2010.0,Misc,Ubisoft,0.25,0.65,0.0,0.12,1.02,48.0,6.0,3.3,4.0,Longtail Studios,E10+,Dance on Broadway,6/15/2010
548,548,Bulletstorm,Xbox 360,2011.0,Shooter,Electronic Arts,0.61,0.32,0.01,0.08,1.02,84.0,83.0,7.6,439.0,"Epic Games, People Can Fly",M,Bulletstorm,2/22/2011
549,549,Skylanders SWAP Force,PS3,2013.0,Platform,Activision,0.43,0.42,0.0,0.17,1.02,83.0,31.0,5.3,33.0,Vicarious Visions,E10+,Skylanders SWAP Force,10/13/2013
550,550,Sonic Generations,3DS,2011.0,Platform,Sega,0.44,0.47,0.01,0.09,1.02,66.0,29.0,6.9,108.0,"Sega, Dimps Corporation",E,"Sonic Generations,Sonic",11/22/2011
551,551,Pokemon Conquest,DS,2012.0,Role-Playing,Nintendo,0.56,0.05,0.37,0.04,1.02,80.0,40.0,8.2,89.0,Koei,E,"Pokemon Conquest,Pokemon",6/18/2012
553,553,Assassin's Creed: Rogue,Xbox 360,2014.0,Action,Ubisoft,0.58,0.34,0.0,0.09,1.01,72.0,32.0,7.3,318.0,Ubisoft,M,"Assassin's Creed,Rogue,Assassin's Creed: Rogue",11/11/2014
555,555,ZombiU,Wii U,2012.0,Action,Ubisoft,0.52,0.36,0.05,0.08,1.01,77.0,70.0,7.7,758.0,Ubisoft Montpellier,M,ZombiU,11/18/2012
557,557,God of War: Ghost of Sparta,PSP,2010.0,Action,Sony Computer Entertainment,0.41,0.35,0.03,0.21,1.0,86.0,73.0,8.4,255.0,Ready at Dawn,M,"God of War: Ghost of Sparta,God of War,Ghost of Sparta",11/2/2010
558,558,Rayman Origins,PS3,2011.0,Platform,Ubisoft,0.33,0.49,0.01,0.17,1.0,87.0,43.0,8.4,238.0,UBlart Montpellier,E10+,Rayman Origins,11/15/2011
559,559,Just Dance 2014,Xbox 360,2013.0,Misc,Ubisoft,0.72,0.17,0.0,0.1,0.99,79.0,16.0,7.8,33.0,Ubisoft,E10+,"Just Dance,Just Dance 2014",10/8/2013
560,560,NCAA Football 12,Xbox 360,2011.0,Sports,Electronic Arts,0.94,0.0,0.0,0.06,0.99,82.0,25.0,6.6,49.0,EA Sports,E,"NCAA Football 12,NCAA Football",7/12/2011
561,561,UFC Undisputed 3,Xbox 360,2012.0,Action,THQ,0.72,0.2,0.0,0.08,0.99,85.0,60.0,7.6,88.0,Yuke's,T,"UFC Undisputed 3,UFC Undisputed",2/14/2012
562,562,Kirby: Mass Attack,DS,2011.0,Platform,Nintendo,0.48,0.06,0.41,0.05,0.99,83.0,46.0,8.6,55.0,HAL Labs,E,"Kirby: Mass Attack,Mass Attack,Kirby",10/28/2011
563,563,Dark Souls,Xbox 360,2011.0,Role-Playing,Namco Bandai Games,0.64,0.27,0.0,0.09,0.99,89.0,66.0,8.4,1106.0,From Software,M,Dark Souls,10/4/2011
566,566,Dead Space 3,Xbox 360,2013.0,Action,Electronic Arts,0.64,0.26,0.0,0.08,0.98,78.0,68.0,6.4,694.0,Visceral Games,M,"Dead Space 3,Dead Space",2/5/2013
567,567,Rocksmith 2014,PS3,2013.0,Misc,Ubisoft,0.53,0.24,0.05,0.16,0.98,,,,,,,"Rocksmith 2014,Rocksmith",10/22/2013
568,568,Tom Clancy's Splinter Cell: Blacklist,Xbox 360,2013.0,Action,Ubisoft,0.57,0.32,0.01,0.08,0.98,82.0,58.0,7.5,383.0,Ubisoft Toronto,M,"Tom Clancy's,Tom Clancy's Splinter Cell,Tom Clancy's Splinter Cell: Blacklist,Blacklist",8/20/2013
569,569,Madden NFL 16,Xbox 360,2015.0,Sports,Electronic Arts,0.85,0.02,0.0,0.1,0.97,,,5.1,12.0,EA Sports,E,"Madden,Madden NFL 16,Madden NFL",8/25/2015
573,573,Mass Effect 3,Windows,2012.0,Role-Playing,Electronic Arts,0.4,0.44,0.0,0.12,0.97,89.0,23.0,5.5,5926.0,BioWare,M,"Mass Effect,Mass Effect 3",3/6/2012
574,574,Skylanders: Spyro's Adventure,Xbox 360,2011.0,Action,Activision,0.53,0.34,0.0,0.1,0.97,78.0,35.0,5.2,53.0,Toys for Bob,E10+,"Skylanders: Spyro's Adventure,Skylanders,Spyro's Adventure",10/16/2011
575,575,Far Cry 3,Windows,2012.0,Shooter,Ubisoft,0.22,0.62,0.0,0.12,0.96,88.0,43.0,8.2,3183.0,Ubisoft Montreal,M,"Far Cry,Far Cry 3",12/4/2012
577,577,Dead Space 3,PS3,2013.0,Action,Electronic Arts,0.44,0.36,0.0,0.16,0.96,76.0,37.0,6.4,522.0,Visceral Games,M,"Dead Space 3,Dead Space",2/5/2013
578,578,Guitar Hero: Warriors of Rock,Wii,2010.0,Misc,Activision,0.47,0.4,0.0,0.09,0.96,77.0,26.0,7.5,17.0,"Vicarious Visions, Neversoft Entertainment",T,"Guitar Hero: Warriors of Rock,Guitar Hero,Warriors of Rock",9/28/2010
580,580,Sniper Elite V2,PS3,2012.0,Shooter,505 Games,0.38,0.38,0.06,0.14,0.96,70.0,21.0,6.9,92.0,Rebellion,M,Sniper Elite V2,5/2/2012
581,581,Mario Tennis Open,3DS,2012.0,Sports,Nintendo,0.26,0.29,0.34,0.05,0.95,69.0,58.0,6.9,110.0,Camelot Software Planning,E,"Mario Tennis Open,Mario",5/20/2012
582,582,PilotWings Resort,3DS,2011.0,Simulation,Nintendo,0.4,0.36,0.13,0.07,0.95,71.0,64.0,7.4,88.0,Monster Games Inc.,E,PilotWings Resort,3/27/2011
583,583,Disney Infinity 2.0: Marvel Super Heroes,PS3,2014.0,Action,Disney Interactive Studios,0.46,0.33,0.0,0.16,0.95,,,,,,,"Disney Infinity 2.0: Marvel Super Heroes,Marvel,Disney Infinity 2.0,Marvel Super Heroes",9/23/2014
584,584,PlayStation All-Stars Battle Royale,PS3,2012.0,Action,Sony Computer Entertainment,0.5,0.27,0.04,0.15,0.95,74.0,69.0,7.3,540.0,SuperBot Entertainment,T,PlayStation All-Stars Battle Royale,11/20/2012
585,585,Epic Mickey 2: The Power of Two,Wii,2012.0,Action,Disney Interactive Studios,0.67,0.21,0.0,0.07,0.95,,,,,,,"Epic Mickey 2: The Power of Two,The Power of Two,Epic Mickey 2,Epic Mickey 2: The Power of",12/13/2012
586,586,Pro Evolution Soccer 2014,PS3,2013.0,Action,Konami Digital Entertainment,0.03,0.41,0.51,0.0,0.95,78.0,39.0,4.1,303.0,Konami,E,"Pro Evolution Soccer,Pro Evolution Soccer 2014",9/24/2013
587,587,Tom Clancy's Ghost Recon: Future Soldier,PS3,2012.0,Shooter,Ubisoft,0.41,0.32,0.09,0.12,0.95,79.0,18.0,6.9,156.0,Ubisoft Paris,M,"Future Soldier,Tom Clancy's Ghost Recon: Future Soldier,Tom Clancy's Ghost Recon,Tom Clancy's",5/22/2012
588,588,Driver: San Francisco,PS3,2011.0,Racing,Ubisoft,0.24,0.52,0.01,0.18,0.95,79.0,53.0,7.7,114.0,Ubisoft Reflections,T,"Driver: San Francisco,San Francisco,Driver",9/6/2011
589,589,Army of Two: The 40th Day,Xbox 360,2010.0,Shooter,Electronic Arts,0.62,0.24,0.0,0.09,0.95,73.0,79.0,7.3,126.0,EA Montreal,M,"Army of Two,Army of Two: The 40th Day,The 40th Day",1/12/2010
590,590,Sonic & Sega All-Stars Racing,PS3,2010.0,Racing,Sega,0.36,0.43,0.0,0.16,0.95,,,,,,,"Sonic & Sega All-Stars Racing,Sonic",2/23/2010
591,591,Just Dance 2016,Wii,2015.0,Misc,Ubisoft,0.41,0.46,0.0,0.08,0.95,,,tbd,,Ubisoft,E10+,"Just Dance,Just Dance 2016",10/20/2015
592,592,Skylanders: Trap Team,Wii,2014.0,Action,Activision,0.41,0.46,0.0,0.08,0.95,,,tbd,,Toys for Bob,E10+,"Trap Team,Skylanders,Skylanders: Trap Team",10/5/2014
593,593,Lost Planet 2,PS3,2010.0,Shooter,Capcom,0.29,0.33,0.2,0.13,0.95,68.0,56.0,6.9,62.0,Capcom,T,"Lost Planet 2,Lost Planet",5/11/2010
594,594,LEGO Pirates of the Caribbean: The Video Game,PS3,2011.0,Action,Disney Interactive Studios,0.36,0.43,0.0,0.16,0.95,73.0,42.0,7.1,34.0,Traveller's Tales,E10+,"LEGO Pirates of the Caribbean: The Video Game,LEGO Pirates of the Caribbean,The Video Game",5/10/2011
595,595,NBA 2K16,Xbox 360,2015.0,Sports,Take-Two Interactive,0.79,0.05,0.0,0.1,0.94,,,3.2,24.0,Visual Concepts,E,"NBA,NBA 2K16",9/29/2015
598,598,Rocksmith 2014,Xbox 360,2013.0,Misc,Ubisoft,0.69,0.16,0.0,0.09,0.94,,,,,,,"Rocksmith 2014,Rocksmith",10/22/2013
599,599,Tom Clancy's Splinter Cell: Blacklist,PS3,2013.0,Action,Ubisoft,0.34,0.39,0.06,0.15,0.94,84.0,27.0,7.7,314.0,Ubisoft Toronto,M,"Tom Clancy's,Tom Clancy's Splinter Cell,Tom Clancy's Splinter Cell: Blacklist,Blacklist",8/20/2013
600,600,Skylanders: Spyro's Adventure,PS3,2011.0,Action,Activision,0.39,0.39,0.0,0.16,0.94,77.0,18.0,4.8,42.0,Toys for Bob,E10+,"Skylanders: Spyro's Adventure,Skylanders,Spyro's Adventure",10/16/2011
601,601,Rise of the Tomb Raider,PS4,2016.0,Adventure,Square Enix,0.23,0.53,0.04,0.14,0.94,,,,,,,"Rise of the Tomb Raider,Tomb Raider",10/11/2016
602,602,Naruto Shippuden: Ultimate Ninja Storm 3,PS3,2013.0,Fighting,Namco Bandai Games,0.32,0.32,0.15,0.15,0.93,77.0,32.0,7.9,187.0,CyberConnect2,T,"Ultimate Ninja Storm 3,Naruto Shippuden,Naruto Shippuden: Ultimate Ninja Storm,Naruto,Naruto Shippuden: Ultimate Ninja Storm 3",3/5/2013
603,603,EA Sports UFC 2,PS4,2016.0,Sports,Electronic Arts,0.29,0.49,0.0,0.15,0.93,79.0,38.0,6.2,157.0,EA Sports,T,"EA Sports UFC 2,EA Sports UFC",3/15/2016
604,604,Dragon Age: Inquisition,Xbox One,2014.0,Role-Playing,Electronic Arts,0.56,0.28,0.0,0.09,0.93,85.0,28.0,6.9,703.0,BioWare,M,"Inquisition,Dragon Age,Dragon Age: Inquisition",11/18/2014
607,607,Lego Batman 3: Beyond Gotham,PS4,2014.0,Action,Warner Bros. Interactive Entertainment,0.37,0.4,0.0,0.15,0.93,73.0,43.0,7.1,75.0,TT Games,E10+,"Batman,Lego Batman 3,Beyond Gotham,Lego Batman 3: Beyond Gotham",11/11/2014
609,609,The LEGO Movie Videogame,PS3,2014.0,Action,Warner Bros. Interactive Entertainment,0.33,0.43,0.02,0.15,0.93,80.0,5.0,6.8,12.0,TT Games,E10+,The LEGO Movie Videogame,2/7/2014
610,610,Assassin's Creed III,Windows,2012.0,Action,Ubisoft,0.28,0.53,0.0,0.12,0.93,80.0,21.0,6.2,1489.0,Ubisoft,M,"Assassin's Creed,Assassin's Creed III",11/20/2012
611,611,Borderlands 2,Windows,2012.0,Shooter,Take-Two Interactive,0.42,0.41,0.0,0.1,0.93,89.0,38.0,8.2,2482.0,Gearbox Software,M,"Borderlands,Borderlands 2",9/18/2012
613,613,NCAA Football 11,Xbox 360,2010.0,Sports,Electronic Arts,0.86,0.0,0.0,0.06,0.92,86.0,29.0,7.1,70.0,EA Tiburon,E,"NCAA Football 11,NCAA Football",7/13/2010
614,614,Monster High: Ghoul Spirit,DS,2011.0,Misc,THQ,0.69,0.16,0.0,0.07,0.92,,,tbd,,ImaginEngine,E,"Monster High,Ghoul Spirit,Monster High: Ghoul Spirit",10/25/2011
615,615,MLB 15: The Show,PS4,2015.0,Sports,Sony Computer Entertainment,0.68,0.08,0.0,0.17,0.92,80.0,44.0,7.8,190.0,SCEA San Diego Studios,E,"The Show,MLB 15: The Show,MLB 15",3/31/2015
616,616,South Park: The Stick of Truth,PS3,2014.0,Role-Playing,Ubisoft,0.43,0.34,0.0,0.16,0.92,85.0,31.0,8.5,575.0,Obsidian Entertainment,M,"South Park: The Stick of Truth,The Stick of Truth,South Park",3/4/2014
617,617,South Park: The Stick of Truth,Xbox 360,2014.0,Role-Playing,Ubisoft,0.58,0.26,0.0,0.09,0.92,82.0,33.0,8.4,363.0,Obsidian Entertainment,M,"South Park: The Stick of Truth,The Stick of Truth,South Park",3/4/2014
618,618,MLB 12: The Show,PS3,2012.0,Sports,Sony Computer Entertainment,0.86,0.0,0.0,0.06,0.92,87.0,23.0,7.5,75.0,SCEA San Diego Studios,E,"The Show,MLB 12,MLB 12: The Show",3/6/2012
620,620,Wii Play: Motion,Wii,2011.0,Misc,Nintendo,0.23,0.42,0.18,0.09,0.92,60.0,34.0,6.1,16.0,Nintendo,E10+,"Wii Play: Motion,Wii Play,Motion",6/13/2011
621,621,Harvest Moon 3D: A New Beginning,3DS,2012.0,Action,Marvelous Entertainment,0.41,0.17,0.3,0.05,0.91,74.0,21.0,8.2,62.0,Marvelous AQL,E,"Harvest Moon 3D: A New Beginning,Harvest Moon 3D,A New Beginning",10/19/2012
622,622,EA Sports Active 2,PS3,2010.0,Sports,Electronic Arts,0.52,0.27,0.0,0.12,0.91,78.0,20.0,5.4,14.0,EA Canada,E,"EA Sports Active 2,EA Sports Active",11/16/2010
624,624,Injustice: Gods Among Us,PS4,2013.0,Fighting,Warner Bros. Interactive Entertainment,0.46,0.3,0.0,0.16,0.91,,,,,,,"Injustice,Gods Among Us,Injustice: Gods Among Us",11/12/2013
627,627,NBA 2K14,Xbox One,2013.0,Sports,Take-Two Interactive,0.7,0.11,0.0,0.09,0.91,86.0,15.0,5.7,183.0,Visual Concepts,E,"NBA,NBA 2K14",10/1/2013
629,629,Street Fighter V,PS4,2016.0,Fighting,Capcom,0.4,0.28,0.08,0.14,0.9,77.0,80.0,3.4,1221.0,Capcom,T,"Street Fighter V,SFV,Street Fighter",2/16/2016
630,630,Just Cause 3,Xbox One,2015.0,Action,Square Enix,0.44,0.39,0.0,0.08,0.9,71.0,24.0,7,186.0,Avalanche Studios,M,"Just Cause,Just Cause 3",12/1/2015
631,631,Crysis 3,Xbox 360,2013.0,Shooter,Electronic Arts,0.51,0.31,0.01,0.08,0.9,76.0,45.0,6.7,344.0,Crytek,M,"Crysis 3,Crysis",2/19/2013
632,632,Far Cry 4,Xbox 360,2014.0,Shooter,Ubisoft,0.45,0.37,0.0,0.08,0.9,,,7,109.0,Ubisoft Montreal,M,"Far Cry,Far Cry 4",11/18/2014
633,633,The Witcher 2: Assassins of Kings,Xbox 360,2012.0,Action,Namco Bandai Games,0.48,0.32,0.02,0.08,0.9,88.0,82.0,8.3,818.0,CD Projekt Red Studio,M,"The Witcher 2: Assassins of Kings,Witcher,Assassins of Kings,The Witcher 2",4/17/2012
636,636,The Elder Scrolls Online,Windows,2014.0,Role-Playing,Bethesda Softworks,0.32,0.51,0.0,0.07,0.9,71.0,64.0,5.7,2421.0,ZeniMax Media,M,"Elder Scrolls,The Elder Scrolls Online",4/4/2014
637,637,Madden NFL 25,PS4,2013.0,Sports,Electronic Arts,0.63,0.13,0.0,0.15,0.9,74.0,13.0,5.2,118.0,EA Sports,E,"Madden NFL 25,Madden NFL,Madden",8/27/2013
638,638,LEGO Pirates of the Caribbean: The Video Game,DS,2011.0,Action,Disney Interactive Studios,0.34,0.46,0.0,0.1,0.9,69.0,5.0,tbd,,Traveller's Tales,E10+,"LEGO Pirates of the Caribbean: The Video Game,LEGO Pirates of the Caribbean,The Video Game",5/10/2011
640,640,Skylanders: Trap Team,Xbox 360,2014.0,Action,Activision,0.54,0.27,0.0,0.08,0.9,,,tbd,,Toys for Bob,E10+,"Trap Team,Skylanders,Skylanders: Trap Team",10/5/2014
641,641,LEGO The Lord of the Rings,Wii,2012.0,Action,Warner Bros. Interactive Entertainment,0.48,0.34,0.0,0.07,0.9,,,7.2,21.0,TT Games,E10+,LEGO The Lord of the Rings,10/30/2012
643,643,SOCOM 4: U.S. Navy SEALs,PS3,2011.0,Shooter,Sony Computer Entertainment,0.66,0.11,0.04,0.08,0.89,67.0,64.0,6.3,121.0,Zipper Interactive,M,"U.S. Navy SEALs,SOCOM 4: U.S. Navy SEALs,SOCOM 4",4/19/2011
646,646,MLB 16: The Show,PS4,2016.0,Action,Sony Computer Entertainment,0.72,0.0,0.0,0.17,0.89,,,,,,,"MLB 16: The Show,The Show,MLB 16",3/29/2016
647,647,Lego Batman 3: Beyond Gotham,Xbox 360,2014.0,Action,Warner Bros. Interactive Entertainment,0.48,0.33,0.0,0.08,0.89,,,6.8,14.0,TT Games,E10+,"Batman,Lego Batman 3,Beyond Gotham,Lego Batman 3: Beyond Gotham",11/11/2014
648,648,Tiger Woods PGA Tour 12: The Masters,PS3,2011.0,Sports,Electronic Arts,0.52,0.25,0.0,0.11,0.89,80.0,41.0,7.3,17.0,Electronic Arts,E,"The Masters,Tiger Woods PGA Tour 12: The Masters,Tiger Woods PGA Tour 12",3/29/2011
649,649,The Jak and Daxter Collection,PS3,2012.0,Platform,Sony Computer Entertainment,0.6,0.18,0.0,0.11,0.89,,,,,,,The Jak and Daxter Collection,2/22/2012
650,650,NCAA Football 13,PS3,2012.0,Action,Electronic Arts,0.82,0.0,0.0,0.07,0.89,79.0,9.0,4.1,34.0,EA Tiburon,E,"NCAA Football 13,NCAA Football",7/10/2012
651,651,The Tomb Raider Trilogy,PS3,2011.0,Action,Square Enix,0.27,0.46,0.0,0.15,0.88,78.0,37.0,8.1,60.0,Crystal Dynamics,T,"The Tomb Raider Trilogy,Tomb Raider",3/22/2011
653,653,Minecraft: Story Mode,Xbox 360,2015.0,Adventure,Mojang,0.48,0.33,0.0,0.08,0.88,,,,,,,"Minecraft,Minecraft: Story Mode,Story Mode",10/13/2015
654,654,Dissidia 012: Duodecim Final Fantasy,PSP,2011.0,Fighting,Square Enix,0.21,0.12,0.46,0.08,0.88,78.0,52.0,8.3,144.0,Square Enix,T,"Dissidia 012: Duodecim Final Fantasy,Duodecim Final Fantasy,Final Fantasy,Dissidia 012",3/22/2011
655,655,Far Cry: Primal,Xbox One,2016.0,Action,Ubisoft,0.47,0.33,0.0,0.08,0.88,77.0,27.0,6.4,194.0,Ubisoft Montreal,M,"Primal,Far Cry,Far Cry: Primal",2/23/2016
656,656,Resident Evil: Revelations,3DS,2012.0,Action,Capcom,0.3,0.22,0.3,0.05,0.88,82.0,78.0,8.5,397.0,Capcom,M,"Revelations,Resident Evil: Revelations,Resident Evil",2/7/2012
657,657,Rock Band 3,Xbox 360,2010.0,Misc,MTV Games,0.73,0.09,0.0,0.06,0.88,93.0,57.0,8.2,137.0,Harmonix Music Systems,T,"Rock Band 3,Rock Band",10/26/2010
658,658,WWE SmackDown vs. Raw 2011,Xbox 360,2010.0,Fighting,THQ,0.44,0.35,0.0,0.08,0.88,75.0,49.0,7.6,45.0,Yuke's,T,"WWE SmackDown vs. Raw,WWE SmackDown vs. Raw 2011,WWE",10/26/2010
659,659,Borderlands: The Handsome Collection,PS4,2015.0,Shooter,Take-Two Interactive,0.38,0.33,0.03,0.14,0.88,82.0,49.0,7.8,345.0,Gearbox Software,M,"The Handsome Collection,Borderlands: The Handsome Collection,Borderlands",3/24/2015
661,661,Kingdoms of Amalur: Reckoning,Xbox 360,2012.0,Role-Playing,Electronic Arts,0.55,0.24,0.01,0.07,0.87,80.0,71.0,7.7,446.0,Big Huge Games,M,"Reckoning,Kingdoms of Amalur: Reckoning,Kingdoms of Amalur",2/7/2012
662,662,Michael Jackson: The Experience,Xbox 360,2011.0,Misc,Ubisoft,0.62,0.18,0.0,0.07,0.87,63.0,31.0,6.8,29.0,Ubisoft Montreal,E10+,"The Experience,Michael Jackson,Michael Jackson: The Experience",4/12/2011
663,663,LittleBigPlanet Karting,PS3,2012.0,Action,Sony Computer Entertainment,0.42,0.3,0.01,0.15,0.87,73.0,69.0,6.9,159.0,"Media Molecule, United Front Games",E,LittleBigPlanet Karting,11/6/2012
665,665,Crysis 3,PS3,2013.0,Shooter,Electronic Arts,0.26,0.42,0.03,0.16,0.87,77.0,23.0,6.3,288.0,Crytek,M,"Crysis 3,Crysis",2/19/2013
666,666,Guitar Hero Live,PS4,2015.0,Misc,Activision,0.34,0.38,0.0,0.14,0.86,80.0,69.0,6.2,160.0,FreeStyleGames,T,"Guitar Hero Live,Guitar Hero",10/20/2015
667,667,Guitar Hero: Warriors of Rock,Xbox 360,2010.0,Misc,Activision,0.47,0.31,0.0,0.08,0.86,72.0,65.0,6.5,51.0,Neversoft Entertainment,T,"Guitar Hero: Warriors of Rock,Guitar Hero,Warriors of Rock",9/28/2010
671,671,Kingdoms of Amalur: Reckoning,PS3,2012.0,Role-Playing,Electronic Arts,0.37,0.29,0.09,0.11,0.85,81.0,34.0,7.6,376.0,Big Huge Games,M,"Reckoning,Kingdoms of Amalur: Reckoning,Kingdoms of Amalur",2/7/2012
674,674,Wii Fit U,Wii U,2013.0,Sports,Nintendo,0.35,0.23,0.21,0.05,0.85,72.0,19.0,7.7,72.0,Nintendo,E,Wii Fit U,11/1/2013
675,675,NCAA Football 11,PS3,2010.0,Sports,Electronic Arts,0.79,0.0,0.0,0.06,0.85,85.0,22.0,7.4,25.0,EA Tiburon,E,"NCAA Football 11,NCAA Football",7/13/2010
676,676,Army of Two: The 40th Day,PS3,2010.0,Shooter,Electronic Arts,0.44,0.27,0.01,0.12,0.85,74.0,56.0,7,88.0,EA Montreal,M,"Army of Two,Army of Two: The 40th Day,The 40th Day",1/12/2010
677,677,Darksiders II,PS3,2012.0,Action,THQ,0.35,0.35,0.01,0.14,0.84,84.0,39.0,7.1,422.0,Vigil Games,M,"Darksiders II,Darksiders",8/14/2012
679,679,Xenoblade Chronicles X,Wii U,2015.0,Role-Playing,Nintendo,0.36,0.28,0.14,0.06,0.84,84.0,87.0,8.9,1548.0,Monolith Soft,T,"Xenoblade Chronicles X,Xenoblade Chronicles",12/4/2015
680,680,The Evil Within,PS3,2014.0,Action,Bethesda Softworks,0.26,0.34,0.13,0.12,0.84,,,7.6,193.0,Tango Gameworks,M,The Evil Within,10/14/2014
681,681,NCAA Football 14,PS3,2013.0,Sports,Electronic Arts,0.75,0.0,0.0,0.09,0.84,77.0,9.0,6.2,40.0,EA Tiburon,E,"NCAA Football 14,NCAA Football",7/9/2013
682,682,Sniper Elite V2,Xbox 360,2012.0,Shooter,505 Games,0.46,0.28,0.02,0.07,0.84,67.0,37.0,6.8,131.0,Rebellion,M,Sniper Elite V2,5/2/2012
683,683,Duke Nukem Forever,Xbox 360,2011.0,Shooter,Take-Two Interactive,0.52,0.25,0.0,0.07,0.83,49.0,76.0,4.4,456.0,"Gearbox Software, 3D Realms",M,Duke Nukem Forever,6/10/2011
684,684,NCAA Football 12,PS3,2011.0,Sports,Electronic Arts,0.78,0.0,0.0,0.05,0.83,82.0,17.0,5.8,41.0,EA Sports,E,"NCAA Football 12,NCAA Football",7/12/2011
685,685,Tiger Woods PGA Tour 11,PS3,2010.0,Sports,Electronic Arts,0.37,0.33,0.0,0.13,0.83,78.0,40.0,6.7,17.0,EA Sports,E,"Tiger Woods PGA Tour 11,Tiger Woods PGA Tour",6/8/2010
686,686,Street Fighter X Tekken,PS3,2012.0,Fighting,Capcom,0.42,0.21,0.1,0.09,0.83,84.0,51.0,5.3,191.0,Capcom,T,"Street Fighter X Tekken,SFV,Street Fighter",3/6/2012
688,688,Dragon Age II,PS3,2011.0,Action,Electronic Arts,0.4,0.26,0.05,0.11,0.83,82.0,52.0,4.3,1197.0,BioWare,M,"Dragon Age,Dragon Age II",3/8/2011
689,689,Call of Duty: Modern Warfare 3,Wii,2011.0,Shooter,Activision,0.55,0.2,0.0,0.08,0.82,70.0,16.0,1.8,442.0,"Treyarch, Sledgehammer Games",M,"Modern Warfare 3,Call of Duty: Modern Warfare,CoD,Call of Duty,Call of Duty: Modern Warfare 3",11/23/2011
691,691,DJ Hero 2,Xbox 360,2010.0,Misc,Activision,0.64,0.12,0.0,0.06,0.82,86.0,66.0,7.9,23.0,FreeStyleGames,T,"DJ Hero,DJ Hero 2",10/19/2010
695,695,Dance Central 3,Xbox 360,2012.0,Misc,Microsoft Game Studios,0.57,0.18,0.0,0.06,0.81,86.0,43.0,8,45.0,Harmonix Music Systems,T,"Dance Central,Dance Central 3",10/16/2012
696,696,Twisted Metal (2012),PS3,2012.0,Action,Sony Computer Entertainment,0.67,0.07,0.0,0.08,0.81,,,,,,,"Twisted Metal (2012),Twisted Metal",2/14/2012
697,697,Madden NFL 25,Xbox One,2013.0,Sports,Electronic Arts,0.67,0.05,0.0,0.08,0.81,73.0,18.0,5.9,111.0,EA Sports,E,"Madden NFL 25,Madden NFL,Madden",8/27/2013
698,698,Guitar Hero: Warriors of Rock,PS3,2010.0,Misc,Activision,0.33,0.34,0.0,0.13,0.81,74.0,46.0,7.1,30.0,Neversoft Entertainment,T,"Guitar Hero: Warriors of Rock,Guitar Hero,Warriors of Rock",9/28/2010
701,701,Killzone: Mercenary,Vita,2013.0,Shooter,Sony Computer Entertainment Europe,0.2,0.39,0.04,0.17,0.8,78.0,86.0,8.9,513.0,Guerilla Cambridge,M,"Killzone,Mercenary,Killzone: Mercenary",9/10/2013
704,704,pro evolution soccer 2011,PSP,2010.0,Sports,Konami Digital Entertainment,0.05,0.3,0.29,0.16,0.79,74.0,10.0,5.8,5.0,Konami,E,"pro evolution soccer,pro evolution soccer 2011",11/2/2010
705,705,DmC: Devil May Cry,PS3,2013.0,Action,Capcom,0.24,0.26,0.19,0.1,0.79,85.0,40.0,5.3,1471.0,Ninja Theory,M,"Devil May Cry,DMC,DmC,DmC: Devil May Cry",1/15/2013
706,706,EA Sports Active NFL Training Camp,Wii,2010.0,Sports,Electronic Arts,0.75,0.0,0.0,0.05,0.79,,,tbd,,EA Sports,E,EA Sports Active NFL Training Camp,11/16/2010
707,707,Darksiders II,Xbox 360,2012.0,Action,THQ,0.45,0.27,0.0,0.07,0.79,83.0,63.0,8,456.0,Vigil Games,M,"Darksiders II,Darksiders",8/14/2012
708,708,Need for Speed Rivals,Xbox 360,2013.0,Racing,Electronic Arts,0.37,0.35,0.01,0.07,0.79,76.0,12.0,5.4,107.0,Ghost Games,E10+,Need for Speed Rivals,11/15/2013
709,709,[Prototype 2],Xbox 360,2012.0,Action,Activision,0.48,0.24,0.0,0.07,0.79,74.0,69.0,7,173.0,Radical Entertainment,M,[Prototype 2],7/24/2012
710,710,Dragon's Dogma,Xbox 360,2012.0,Role-Playing,Capcom,0.42,0.23,0.07,0.06,0.79,75.0,59.0,7.8,320.0,Capcom,M,Dragon's Dogma,5/22/2012
711,711,Pro Evolution Soccer 2016,PS4,2015.0,Sports,Konami Digital Entertainment,0.13,0.42,0.13,0.1,0.79,87.0,54.0,7.1,680.0,Konami,E,"Pro Evolution Soccer,Pro Evolution Soccer 2016",9/15/2015
713,713,Rare Replay,Xbox One,2015.0,Misc,Microsoft Game Studios,0.49,0.22,0.01,0.07,0.79,84.0,75.0,7.7,325.0,Rare Ltd.,M,Rare Replay,8/4/2015
